Hierarchy,Identification,Name,Quantity,Unit,Value
1,F.23.24.00,APPRONTAMENTO DI ATTREZZATURA PER PROVA PENETROMETRICA DINAMICA,1,a corpo,380.2
1,F.23.25.00,INSTALLAZIONE DI ATTREZZATURA,1,cad,145
1,F.23.26.00,PROVA PENETROMETRICA DINAMICA,1,m,26.22
1,F.23.27.00,LETTURA DI TUBI INCLINOMETRICI,1,m,12
1,F.23.28.00,LETTURA DI PIEZOMETRI,1,cad,17
1,F.23.29.00,FORNITURA E POSA IN OPERA DI TRASDUTTORI,1,cad,2900
1,F.23.30.00,FORNITURA E POSA IN OPERA DI CELLE DI PRESSIONE,1,cad,3000
1,F.23.31.00,FORNITURA E POSA IN OPERA DI FESSURIMETRI,1,cad,2800
1,F.23.32.00,FORNITURA E POSA IN OPERA DI INCLINOMETRI FISSI,1,cad,2650
1,F.23.33.00,FORNITURA E POSA IN OPERA DI CELLE DI CARICO,1,cad,3400
1,F.23.34.00,PLUVIOMETRO,1,cad,3865
1,F.23.35.00,FORNITURA E POSA IN OPERA SISTEMA ACQUISIZIONE E REGISTRAZIONE DATIFORNITURA E POSA IN OPERA SISTEMA ACQUISIZIONE E REGISTRAZIONE DATI,1,a corpo,53000
1,F.23.36.00,FORNITURA E POSA IN OPERA DI UN PREFABBRICATO PER INSTALLAZIONE SISTEMA,1,a corpo,9855
1,F.23.37.00,POSA IN OPERA DI CONDOTTE (CONDUIT) MATERIALE PLASTICOPOSA IN OPERA DI CONDOTTE (CONDUIT) MATERIALE PLASTICO,1,m,14.5
1,F.23.38.00,POSA IN OPERA DEI CAVI DI COLLEGAMENTO,1,m,65.8
1,F.23.39.00,FORNITURA DI CENTRALINE,1,cad,5750.3
1,F.23.40.a,FORNITURA DI CAVI cavo multipolare per la connessione di 5 strumenti,1,m,10.25
1,F.23.40.b,FORNITURA DI CAVI cavo singolo per la connessione di singoli strumenti,1,m,7.4
1,F.23.41.a,Approntamento dell'attrezzatura per prova penetrometrica CPTE,1,cad,408
1,F.23.41.b,"Installazione del penetrometro per prove CPTE, in corrispondenza di ciascun punto di indagine, escluso il primo in aree pianeggianti accessibili ai normali mezzi di trasporto, senza l'onere del preforo",1,cad,185.64
1,F.23.41.c,"Prova penetrometrica statica con punta elettrica (CPTE) con misura della resistenza alla punta qc e all'attrito laterale fs ogni 2 cm, controllo velocità e verticalità (spinta massima 200kN), senza l'onere del preforo, comprensiva della restituzione grafica dei dati",1,m,25.5
1,F.23.41.d,Preforo con sonda a rotazione in terreni grossolani di riporto.,1,m,102
1,F.23.42.a,Approntamento dell'attrezzatura per prova penetrometrica CPTU,1,cad,408
1,F.23.42.b,"Installazione del penetrometro per prove CPTU in corrispondenza di ciascun punto di indagine,escluso il primo in aree pianeggianti accessibili ai normali mezzi di trasporto, senza l'onere del preforo.",1,cad,185.64
1,F.23.42.c,"Prova penetrometrica statica con punta elettrica con piezocono (CPTU) con misura della resistenza alla punta qc e all'attrito laterale fs e della pressione interstiziale U ogni 2 cm (spinta massima 200kN), comprensiva della saturazione preliminare del piezocono e della restituzione grafica dei dati.",1,m,25.5
1,F.23.42.d,Esecuzione di prove di dissipazione della pressione interstiziale nel corso delle prove CPTU con sistema di registrazione automatica della pressione U in funzione del tempo. Per ogni ora o frazione di ora,1,h,122.4
1,F.23.42.e,Preforo con sonda a rotazione in terreni grossolani di riporto. Per ogni metro o frazione di metro.,1,m,102
1,F.23.43.a,"Trasporto in andata e ritorno penetrometro statico con sismocono e relativa attrezzatura, carico e scarico",1,cad,408
1,F.23.43.b,"Installazione del penetrometro per prove SCPTU in corrispondenza di ciascun punto di indagine,escluso il primo in aree pianeggianti accessibili ai normali mezzi di trasporto, senza l'onere del preforo.",1,cad,204
1,F.23.43.c,"Prova penetrometrica dinamica, compresa la restituzione grafica dei dati. Al metro.",1,cad,30.6
1,F.23.44.a,"Approntamento dell'attrezzatura, carico e scarico, comprensivo della prima istallazione. A corpo",1,a corpo,408
1,F.23.44.b,Installazione attrezzatura. Cadauna.,1,cad,102
1,F.23.44.c,"Esecuzione prova, compresa l'elaborazione e la restituzione grafica dei dati. Per ogni ora o frazione di ora.",1,h,306
1,F.23.45.a,Trasporto attrezzatura CBR in sito,1,cad,408
1,F.23.45.b,Approntamento dell'attrezzatura per prova C.B.R.,1,cad,91.8
1,F.23.45.c,"determinazione dell'indice di portanza C.B.R. (Californian Bearing Ratio) in sito, compresa la determinazione del contenuto d'acqua. Per ogni prova. (è escluso il mezzo di contrasto necessario per effettuare la prova)",1,cad,81.6
1,F.23.46.a,Trasporto attrezzatura per prova di carico su piastra,1,cad,408
1,F.23.46.b,Costo orario tecnico sperimentatore specializzato per esecuzione di ciascuna prova,1,h,45.9
1,F.23.46.c,"Prova di carico su piastra Ø 300 mm, per la determinazione dei moduli di deformazione Md . Per ogni prova. (è escluso il mezzo di contrasto necessario per eseguire la prova)",1,cad,102
1,F.23.46.d,"Prova di carico su piastra Ø 300 mm, per la determinazione dei moduli di deformazione Md e M'd. Per ogni prova. (è escluso il mezzo di contrasto necessario per eseguire la prova)",1,cad,153
1,F.23.46.e,"Prova di carico su piastra Ø 760 mm per la determinazione del modulo di reazione ""k"" dei sottofondi e delle fondazioni in misto granulare. Per ogni prova. (è escluso il mezzo di contrasto necessario per eseguire la prova)",1,cad,204
1,F.23.46.f,Determinazione della densità in sito (metodo del volumometro a sabbia Ø 160 mm o a membrana) compresa la determinazione del contenuto d'acqua. Per ogni determinazione. (è escluso il mezzo di contrasto necessario per eseguire la prova),1,cad,66.3
1,F.24.01.00,Per ogni campione.,1,cad,25.5
1,F.24.02.00,Per ogni campione.,1,cad,15.3
1,F.24.03.00,Ripresa fotografica a colori di campioni rapportata a scala colorimetrica.,1,cad,8.16
1,F.24.04.00,Per ogni determinazione.,1,cad,10.2
1,F.24.05.00,Per ogni determinazione.,1,cad,40.8
1,F.24.06.00,Per ogni determinazione.,1,cad,40.8
1,F.24.07.00,Per ogni determinazione.,1,cad,51
1,F.24.08.00,Per ogni determinazione.,1,cad,61.2
1,F.24.09.00,Per ogni prova.,1,cad,51
1,F.24.10.00,Per ogni prova.,1,cad,56.1
1,F.24.11.00,Per ogni determinazione.,1,cad,20.4
1,F.24.12.00,Per ogni determinazione.,1,cad,42.84
1,F.24.13.00,Per ogni determinazione.,1,cad,45.9
1,F.24.14.00,Per ogni determinazione.,1,cad,51
1,F.24.15.00,Per ogni determinazione.,1,cad,45.9
1,F.24.16.00,Per ogni determinazione.,1,cad,30.6
1,F.24.17.00,Per ogni prova.,1,cad,204
1,F.24.18.00,Per ogni prova.,1,cad,35.7
1,F.24.19.00,Per ciascun ciclo.,1,cad,61.2
1,F.24.20.00,Per ogni determinazione.,1,cad,25.5
1,F.24.21.00,Per ogni determinazione.,1,cad,71.4
1,F.24.22.00,Per ogni determinazione.,1,cad,71.4
1,F.24.23.00,Per ogni determinazione.,1,cad,306
1,F.24.24.00,Per ogni determinazione.,1,cad,397.8
1,F.24.25.00,Per ogni prova.,1,cad,612
1,F.24.26.00,Per ogni prova.,1,cad,204
1,F.24.27.00,Per ogni prova.,1,cad,51
1,F.24.28.00,Per ogni prova.,1,cad,86.7
1,F.24.29.00,Per ogni prova.,1,cad,153
1,F.24.30.00,Per ogni prova.,1,cad,683.4
1,F.24.31.00,Per ogni prova.,1,cad,754.8
1,F.24.32.00,Per ogni prova.,1,cad,35.7
1,F.24.33.00,Per ogni prova.,1,cad,204
1,F.24.34.00,Per ogni prova.,1,cad,255
1,F.24.35.00,Per ogni determinazione.,1,cad,132.6
1,F.24.36.00,Per ogni determinazione.,1,cad,142.8
1,F.24.37.00,per ogni prova condotta su almento 5 provini,1,cad,581.4
1,F.24.38.00,per ogni prova condotta su almento 5 provini,1,cad,663
1,F.24.39.00,per ogni prova condotta su almento 5 provini,1,cad,622.2
1,F.24.40.00,per ogni prova condotta su almento 5 provini,1,cad,714
1,F.24.41.00,Per ogni prova.,1,cad,153
1,F.24.42.00,Per ogni prova.,1,cad,142.8
1,F.24.43.00,Per ogni prova.,1,cad,142.8
1,F.24.44.00,Per ogni prova.,1,cad,142.8
1,F.24.45.00,per ciascun carico aggiuntivo.,1,cad,30.6
1,F.24.46.00,Per ogni prova.,1,cad,357
1,F.25.01.a,Approntamento attrezzature e Trasporto in a/r dei tecnici delle squadre di geofisica. Cadauno.,1,cad,255
1,F.25.01.b,Per misure a profondità fino a 50 metri,1,cad,30.6
1,F.25.01.c,Per misure a profondità comprese tra 50 e 100 metri,1,cad,40.8
1,F.25.01.d,Per misure a profondità oltre 100 metri,1,cad,61.2
1,F.25.02.a,Approntamento attrezzature e Trasporto in a/r dei tecnici delle squadre di geofisica. Cadauno.,1,cad,459
1,F.25.02.b,Distanza intergeofonica di 1 m - costo a ml,1,m,15.3
1,F.25.02.c,Distanza intergeofonica di 2.5 m - costo a ml,1,m,12.24
1,F.25.02.d,Distanza intergeofonica di 5 m - costo a ml,1,m,10.2
1,F.25.02.e,Distanza intergeofonica di 10 m - costo a ml,1,m,8.16
1,F.25.02.f,Distanza intergeofonica di 20 m - costo a ml,1,m,6.12
1,F.25.03.a,Approntamento attrezzature e Trasporto in a/r dei tecnici delle squadre di geofisica. Cadauno.,1,cad,459
1,F.25.03.b,Distanza intergeofonica di 1 m - costo a ml,1,m,16.32
1,F.25.03.c,Distanza intergeofonica di 2.5 m - costo a ml,1,m,13.26
1,F.25.03.d,Distanza intergeofonica di 5 m - costo a ml,1,m,11.22
1,F.25.03.e,Distanza intergeofonica di 10 m - costo a ml,1,m,9.18
1,F.25.03.f,Distanza intergeofonica di 20 m - costo a ml,1,m,7.14
1,F.25.04.a,Approntamento attrezzature e Trasporto in a/r dei tecnici delle squadre di geofisica. Cadauno.,1,cad,459
1,F.25.04.b,Distanza intergeofonica di 1 m - costo a ml,1,m,16.32
1,F.25.04.c,Distanza intergeofonica di 2.5 m - costo a ml,1,m,13.26
1,F.25.04.d,Distanza intergeofonica di 5 m - costo a ml,1,m,11.22
1,F.25.04.e,Distanza intergeofonica di 10 m - costo a ml,1,m,9.18
1,F.25.04.f,Distanza intergeofonica di 20 m - costo a ml,1,m,7.14
1,F.25.05.a,Approntamento attrezzature e Trasporto in a/r dei tecnici delle squadre di geofisica. Cadauno.,1,cad,459
1,F.25.05.b,Distanza intergeofonica di 1 m - costo a ml,1,m,17.34
1,F.25.05.c,Distanza intergeofonica di 2.5 m - costo a ml,1,m,14.28
1,F.25.05.d,Distanza intergeofonica di 5 m - costo a ml,1,m,12.24
1,F.25.05.e,Distanza intergeofonica di 10 m - costo a ml,1,m,10.2
1,F.25.05.f,Distanza intergeofonica di 20 m - costo a ml,1,m,8.16
1,F.25.06.a,Approntamento attrezzature e Trasporto in a/r dei tecnici delle squadre di geofisica. Cadauno.,1,cad,612
1,F.25.06.b,Distanza intergeofonica di 1 m - costo a ml,1,m,36.72
1,F.25.06.c,Distanza intergeofonica di 1 m - costo a ml,1,m,33.66
1,F.25.06.d,Distanza intergeofonica di 5 m - costo a ml,1,m,30.6
1,F.25.06.e,Distanza intergeofonica di 5 m - costo a ml,1,m,28.56
1,F.25.06.f,Distanza intergeofonica di 5 m - costo a ml,1,m,26.52
1,F.25.07.a,Approntamento attrezzature e Trasporto in a/r dei tecnici delle squadre di geofisica. Cadauno.,1,cad,612
1,F.25.07.b,Distanza intergeofonica di 1 m - costo a ml,1,m,38.76
1,F.25.07.c,Distanza intergeofonica di 2.5 m - costo a ml,1,m,35.7
1,F.25.07.d,Distanza intergeofonica di 5 m - costo a ml,1,m,32.64
1,F.25.07.e,Distanza intergeofonica di 10 m - costo a ml,1,m,30.6
1,F.25.08.a,Impianto cantiere,1,cad,408
1,F.25.08.b,Posizionamento delle attrezzature,1,cad,204
1,F.25.08.c,Realizzazione prospezione per ogni stendimento,1,cad,510
1,F.25.09.a,Impianto cantiere,1,cad,408
1,F.25.09.b,Posizionamento delle attrezzature,1,cad,204
1,F.25.09.c,Realizzazione prospezione per ogni stendimento,1,cad,510
1,F.25.10.a,Impianto cantiere,1,cad,102
1,F.25.10.b,Posizionamento delle attrezzature,1,cad,51
1,F.25.10.c,Realizzazione misure di rumore ambientale,1,cad,255
1,F.25.11.a,Impianto cantiere,1,cad,459
1,F.25.11.b,Per ogni sondaggio elettrico con AB fino a 100 m,1,m,204
1,F.25.11.c,Per ogni sondaggio elettrico con AB fino a 200 m,1,m,255
1,F.25.11.d,Per ogni sondaggio elettrico con AB fino a 400 m,1,m,306
1,F.25.11.e,Per ogni sondaggio elettrico con AB fino a 600 m,1,m,408
1,F.25.11.f,Per ogni sondaggio elettrico con AB fino a 800 m,1,m,510
1,F.25.11.g,Per ogni sondaggio elettrico con AB fino a 1.000 m,1,m,714
1,F.25.12.a,Impianto cantiere,1,cad,459
1,F.25.12.b,con distanza interelettrodica di 1 m - costo a ml,1,m,9.18
1,F.25.12.c,con distanza interelettrodica di 2 m - costo a ml,1,m,8.16
1,F.25.12.d,con distanza interelettrodica di 3 m - costo a ml,1,m,7.14
1,F.25.12.e,con distanza interelettrodica di 5 m - costo a ml,1,m,6.12
1,F.25.12.f,con distanza interelettrodica di 10 m - costo a ml,1,m,5.1
1,F.25.13.a,Impianto cantiere,1,cad,255
1,F.25.13.b,Rilievi in esterno su superfici piane - costo a ml,1,m,7.14
1,F.25.13.c,Rilievi su superfici verticali - costo a ml,1,m,25.5
1,F.25.13.d,"Rilievi in galleria, sovrapprezzo percentuale (+40%)",1,%,40.8
1,F.25.13.e,Rilievi su pavimentazioni per la ricostruzione radarstratigrafica degli strati bitumati - costo a ml,1,m,3.06
1,G.01.02.a,SCAVO DI SBANCAMENTO IN AMBITO URBANO SU STRADA PAVIMENTATA,1,m³,14.96
1,G.01.02.b,"SCAVO DI SBANCAMENTO IN AREA AGRICOLA, AREA A VERDE O STRADA BIANCA",1,m³,9.2
1,G.01.03.00,SOVRAPPREZZO SCAVO DI SBANCAMENTO IN ROCCIA TENERA,1,m³,32.98
1,G.01.04.00,SOVRAPPREZZO SCAVO DI SBANCAMENTO ROCCIA DA MINA,1,m³,43.55
1,G.01.05.00,SOVRAPPREZZO SBANCAMENTO IN ROCCIA CON MARTELLONE,1,m³,67.77
1,G.01.07.a,"SCAVO A SEZIONE RISTRETTA IN AMBITO URBANO SU STRADA PAVIMENTATA – fino a 4,00m di profondità",1,m³,28.19
1,G.01.07.b,"SCAVO A SEZIONE RISTRETTA IN AREA AGRICOLA, AREA A VERDE O STRADA BIANCA – fino a 4,00m di profondità",1,m³,15.92
1,G.01.08.00,SOVRAPPREZZO ALLO SCAVO A SEZIONE RISTRETTA PER DEPOSITO PROVVISORIO FINO A 2km DI DISTANZA,1,m³,8
1,G.01.09.00,SOVRAPPREZZO PER TRASPORTO A DEPOSITO PROVVISORIO OLTRE 2km DI DISTANZA,1,m³ x km,2.02
1,G.01.10.00,TRASPORTO DI MATERIALE A DISCARICA,1,t*km,0.25
1,G.01.11.a,Per rifiuti misti non pericolosi provenienti da attività di demolizione e costruzione,1,t,17.77
1,G.01.11.b,Per conglomerato bituminoso fresato (rifiuto non pericoloso),1,t,17.77
1,G.01.11.c,Per conglomerato bituminoso in croste (rifiuto non pericoloso),1,t,38.15
1,G.01.11.d,Per terreni di scavo classificati come RIFIUTO,1,t,29.96
1,G.01.11.f,"Per terreni di scavo classificati come “TERRE E ROCCE DA SCAVO”, rientranti entro i limiti di colonna A del D.Lgs. 152/2006 (all. 5 parte IV tab. 1)",1,m³,10.49
1,G.01.11.g,"Per terreni di scavo classificati come “TERRE E ROCCE DA SCAVO”, rientranti entro i limiti di colonna B del D.Lgs. 152/2006 (all. 5 parte IV tab. 1)",1,m³,28.63
1,G.01.12.00,SOVRAPPREZZO SCAVO SEZ. RISTRETTA IN ROCCIA TENERA,1,m³,70.06
1,G.01.13.00,SOVRAPPREZZO SCAVO SEZ. RISTRETTA IN ROCCIA,1,m³,114.14
1,G.01.14.00,SOVRAPPREZZO SCAVI SEZ. RISTRETTA IN ROCCIA PER PICCOLI VOLUMI,1,m³,165.57
1,G.01.15.00,DEMOLIZIONE DI MURATURE IN CALCESTRUZZO,1,m³,161.62
1,G.01.16.00,SOVRAPPREZZO SCAVOA SEZIONE RISTRETTA TOTALMENTE A MANO,1,m³,104.75
1,G.01.17.00,SOVRAPP. SCAVO A SEZIONE RISTRETTA PARZIALMENTE A MANO,1,m³,58.67
1,G.01.18.00,SOVRAPP. SCAVO A SEZ. RISTRETTA IN ROCCIA ESEGUITO A MANO,1,m³,593.17
1,G.01.19.00,SOVRAPPREZZO ALLO SCAVO A SEZIONE RISTRETTA CON MEZZI SPECIALI,1,m³,44.5
1,G.01.19.01,"ESCAVATORE A RISUCCHIO 3 ASSI - FINO A 5 METRI CUBO di scavo, eventuali eccedenze verranno compensate mediante altra voce per l'applicazione del relativo sovrapprezzo.",1,a corpo,1235.7
1,G.01.19.02,SOVRAPPREZZO ALLO SCAVO A SEZIONE RISTRETTA CON MEZZI SPECIALI - ESCAVATORE A RISUCCHIO 3 ASSI - OLTRE 5 METRI CUBO di scavo. Valutato per ogni metro cubo in più rispetto ai 5 metri cubi previsti nella voce di base.,1,m³,176.99
1,G.01.20.00,SOVRAPPREZZO ALLO SCAVO A SEZIONE RISTRETTA CON MINI ESCAVATORE,1,m³,26.43
1,G.01.21.00,"COMPENSO PER SCAVI IN AMBITO URBANO IN STRADE CHIUSE DI LARGHEZZA INFERIORE A 4,00m",1,m³,31.13
1,G.01.23.00,DRENAGGIO DEL TERRENO CON IMPIANTO WELL-POINT PER POSA CONDOTTE,1,m,78.12
1,G.01.24.00,COMPENSO PER ARMATURA DELLO SCAVO,1,m²,11.11
1,G.01.25.a,SOVRAPPREZZO SCAVO PER ATTRAVERSAMENTO DI SOTTOSERVIZI interasse fra gli stessi oltre m 1.00,1,cad,166.87
1,G.01.25.b,SOVRAPPREZZO SCAVO PER ATTRAVERSAMENTO DI SOTTOERVIZI interasse fra gli stessi fino a 1.00m,1,cad,108.96
1,G.01.26.00,SOVRAPPREZZO INTERFERENZE SOTTOSERVIZI LONGITUDINALI,1,m,11.51
1,G.01.27.a,TAGLIO PAVIMENTAZIONE IN CONGLOMERATO BITUMINOSO fino a cm 8.00 di spessore,1,m,3.67
1,G.01.27.b,TAGLIO PAVIMENTAZIONE IN CONGLOMERATO BITUMINOSO per ogni cm oltre i cm 8.00,1,m,0.68
1,G.01.28.a,FRESATURA DI CONGLOMERATOFRESATURA DI CONGLOMERATO fino a cm 5.00 di spessore fino a cm 5.00 di spessore,1,m²,4.48
1,G.01.28.b,FRESATURA DI CONGLOMERATOFRESATURA DI CONGLOMERATO per ogni cm oltre i cm 5.00 per ogni cm oltre i cm 5.00,1,m²,0.99
1,G.01.29.00,"RIMOZIONE DI CUBETTI, ACCIOTOLATI E SIMILI",1,m²,6.88
1,G.01.30.00,RINTERRO DELLE CONDOTTE CON MATERIALE PROVENIENTE DAGLI SCAVI,1,m³,4.83
1,G.01.31.a,RINTERRO DELLE CONDOTTE CON SABBIA DI CAVA,1,m³,32.15
1,G.01.31.b,RINTERRO DELLE CONDOTTE CON GHIAIA DI CAVA,1,m³,30.64
1,G.01.31.c,RINTERRO DELLE CONDOTTE CON CALCESTRUZZO XC1 CLASSE C25/30,1,m³,132.22
1,G.01.31.d,"RINTERRO DELLE CONDOTTE CON TERRENI DI CAVA APPARTENENTI AI GRUPPI A1, A2-4, A2-5, A3",1,m³,26.53
1,G.01.31.e,RINTERRO DELLE CONDOTTE CON TERRENO DI CAVA CEMENTATO (100kg DI CEMENTO PER MC),1,m³,62.44
1,G.01.31.f,RINTERRO DELLE CONDOTTE CON TOUT-VENANT DI CAVA,1,m³,26.38
1,G.02.01.a,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO NORMALE E RIVESTIMENTO RINFORZATO DN 60 mm,1,m,73.22
1,G.02.01.b,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO NORMALE E RIVESTIMENTO RINFORZATO DN 80 mm,1,m,76.26
1,G.02.01.c,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO NORMALE E RIVESTIMENTO RINFORZATO DN 100 mm,1,m,80.54
1,G.02.01.d,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO NORMALE E RIVESTIMENTO RINFORZATO DN 125 mm,1,m,108.39
1,G.02.01.e,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO NORMALE E RIVESTIMENTO RINFORZATO DN 150 mm,1,m,117.03
1,G.02.01.f,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO NORMALE E RIVESTIMENTO RINFORZATO DN 200 mm,1,m,163.31
1,G.02.01.g,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO NORMALE E RIVESTIMENTO RINFORZATO DN 250 mm,1,m,216.05
1,G.02.01.h,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO NORMALE E RIVESTIMENTO RINFORZATO DN 300 mm,1,m,259.13
1,G.02.01.i,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO NORMALE E RIVESTIMENTO RINFORZATO DN 350 mm,1,m,346.53
1,G.02.01.l,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO NORMALE E RIVESTIMENTO RINFORZATO DN 400 mm,1,m,391.38
1,G.02.01.m,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO NORMALE E RIVESTIMENTO RINFORZATO DN 450 mm,1,m,485.6
1,G.02.01.n,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO NORMALE E RIVESTIMENTO RINFORZATO DN 500 mm,1,m,540.97
1,G.02.01.o,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO NORMALE E RIVESTIMENTO RINFORZATO DN 600 mm,1,m,680.39
1,G.02.02.a,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO MINIMALE DN 60 mm,1,m,75.37
1,G.02.02.b,TUBAZIONI INGHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO MINIMALE DN 80 mm,1,m,78.45
1,G.02.02.c,TUBAZIONI INGHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO MINIMALE DN 100 mm,1,m,82.76
1,G.02.02.d,TUBAZIONI INGHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO MINIMALE DN 125 mm,1,m,111.43
1,G.02.02.e,TUBAZIONI INGHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO MINIMALE DN 150 mm,1,m,120.3
1,G.02.02.f,TUBAZIONI INGHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO MINIMALE DN 200 mm,1,m,167.89
1,G.02.02.g,TUBAZIONI INGHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO MINIMALE DN 250 mm,1,m,222.21
1,G.02.02.h,TUBAZIONI INGHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO MINIMALE DN 300 mm,1,m,266.49
1,G.02.02.i,TUBAZIONI INGHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO MINIMALE DN 350 mm,1,m,356.59
1,G.02.02.l,TUBAZIONI INGHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO MINIMALE DN 400 mm,1,m,402.68
1,G.02.02.m,TUBAZIONI INGHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO MINIMALE DN 500 mm,1,m,506.64
1,G.02.02.n,TUBAZIONI INGHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO MINIMALE DN 600 mm,1,m,570.55
1,G.02.03.a,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO ESTERNO INIBENTE LA BIOCORROSIONE – DN 60mm,1,m,80.39
1,G.02.03.b,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO ESTERNO INIBENTE LA BIOCORROSIONE – DN 80mm,1,m,83.57
1,G.02.03.c,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO ESTERNO INIBENTE LA BIOCORROSIONE – DN 100mm,1,m,87.95
1,G.02.03.d,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO ESTERNO INIBENTE LA BIOCORROSIONE – DN 125mm,1,m,118.51
1,G.02.03.e,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO ESTERNO INIBENTE LA BIOCORROSIONE – DN 150mm,1,m,127.91
1,G.02.03.f,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO ESTERNO INIBENTE LA BIOCORROSIONE – DN 200mm,1,m,178.57
1,G.02.03.g,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO ESTERNO INIBENTE LA BIOCORROSIONE – DN 250mm,1,m,236.59
1,G.02.03.h,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO ESTERNO INIBENTE LA BIOCORROSIONE – DN 300mm,1,m,283.68
1,G.02.03.i,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO ESTERNO INIBENTE LA BIOCORROSIONE – DN 350mm,1,m,380.03
1,G.02.03.l,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO ESTERNO INIBENTE LA BIOCORROSIONE – DN 400mm,1,m,429.09
1,G.02.03.m,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO ESTERNO INIBENTE LA BIOCORROSIONE – DN 450mm,1,m,522.21
1,G.02.03.n,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO ESTERNO INIBENTE LA BIOCORROSIONE – DN 500mm,1,m,593.37
1,G.02.03.o,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON RIVESTIMENTO ESTERNO INIBENTE LA BIOCORROSIONE – DN 600mm,1,m,746.74
1,G.02.04.a,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO ANTISFILAMENTO SEMPLICE PER BASSE PRESSIONI – DN 60mm,1,m,89.72
1,G.02.04.b,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO ANTISFILAMENTO SEMPLICE PER BASSE PRESSIONI – DN 80mm,1,m,92.54
1,G.02.04.c,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO ANTISFILAMENTO SEMPLICE PER BASSE PRESSIONI – DN 100mm,1,m,98.89
1,G.02.04.d,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO ANTISFILAMENTO SEMPLICE PER BASSE PRESSIONI – DN 125mm,1,m,131.71
1,G.02.04.e,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO ANTISFILAMENTO SEMPLICE PER BASSE PRESSIONI – DN 150mm,1,m,144.04
1,G.02.04.f,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO ANTISFILAMENTO SEMPLICE PER BASSE PRESSIONI – DN 200mm,1,m,199.21
1,G.02.04.g,TUBAZIONI IN GHISA SFEROIDALE PER ACQUA POTABILE CON GIUNTO ANTISFILAMENTO SEMPLICE PER BASSE PRESSIONI – DN 250mm,1,m,262.6
